키워드
"전산입력, 사이트관리, 재고관리, 의류판매, 행정"
"자재, 국내영업"
"일본어, 무역업"
"상하수도, 토목, 토목설계, 가설설계, 토목"
제과제빵점
"예체능학원, 학원강사, 파트강사, 예체능"
"유통관리, 사이트관리, 문서관리, 유통, 문서작성"
"스토리지, 하드웨어, 서버구축, 컴퓨터, 서버관리"
"빌딩, 가스점검, 급여관리, 계산서발행, 시설점검"
"수출입관리, 포워딩, 포워딩"
"제약영업, 화학, 장비영업, 생명공학, 국내영업"
"B2B, 디지털마케팅, IMC, 상품기획, 영상제작"
"일식당, 일식, 일식, 음식료, 퓨전푸드"
"제안·컨설팅, PM, SI, 스토리보드, 서비스기획"
"상품입출고, 납품, 구매계약, 재고관리, 자재구매"
"기업홍보, 디지털마케팅, SNS마케팅, 키워드광고, 브랜딩"
재고관리
"재고관리, 스튜디오, 상품기획, 상품입출고"
"상품입출고, 수출입계약, 재고관리, 수출입관리, 통관"
"물류센터, 배송, 납품기사, 화물차운전, 물류"
"고객관리, 거래처관리, 골프장, 거래선개발관리, 거래처관리"
"상하수, 전기제어, 자동제어, Hardware, PM"
"패션, 원단, 섬유디자인, 의류, 섬유"
"웹표준·웹접근성, 소프트웨어개발"
"고객관리, 영업기획, 자동차부품, 매출관리, 데이터분석"
"소방, 통신, 전기설비, 전기배선, 전기"
프런트
"웹개발, Java, 소프트웨어개발"
"복리후생, 조직문화, 면접·채용, 인재관리, 급여관리"
"단체급식, 단체급식"
"기구설계, 3D설계, 자동화설비"
"고객관리, 유통관리, 거래처관리, 판매, 납품영업"
"유통관리, 물류센터, 납품, 상품입출고"
연마
"교사, 입시학원, 어학원, 영어학원, 보습학원"
"방송기획, 방송기획, 영상제작, 인터넷방송, 영상제작"
"보험총무, 보험영업"
"급여관리, 계산서발행, 자금관리, 인터넷만화, 컨텐츠"
"디지털마케팅, 상품기획, SNS마케팅, 키워드광고, 카페·블로그관리"
"e러닝, 입시학원, 보습학원, IT학원, 교재제작"
"시공관리, 시공관리, 입찰, 건축시공, 시공관리"
"교수설계, 기업교육, 컨텐츠개발, e러닝"
"콜센터, 전화상담"
"생산관리, 생활용품"
"방사선사, 치과, 치위생사"
"SI, 전화응대"
"일식당, 일식"
"재고관리, 상품기획, 리테일MD, 전자상거래, 매출관리"
"금융상담, 보험사고, 보험상담, 접수·예약, 전화상담"
"부가세신고, 4대보험, 더존, 부가세신고, 세무기장"
"도시락·반찬, 판매관리, 식품판매, 진열관리"
"학습지, 학습지교사, 교사, 과외교사, 방문교사"
"정보디자인, B2C, 모바일디자인, 쇼핑몰, 오픈마켓"
"전산입력, 패션, 비품관리, 코디네이터, 문서관리"
"금속, 금속, 금형"
자동차부품
"이벤트, 행사기획, 이벤트대행, 전시기획, 국제회의"
"소방, 전기, 공조냉동"
"웹표준·웹접근성, 언론사, 신문사"
"창고관리, 백화점, 납품, 재고관리"
"메뉴개발, 연구·실험·기술, 건축설계, 제조·공정, R&D"
"MCT, 밀링, CAD, 선반, CNC"
"캐드원, 기계"
"상사, 한식"
"호텔사무, 호텔, 프런트"
"CAD, 납품영업, 실내건축, 유통영업, 기술영업"
"전산입력, 문서작성"
"접수·예약, 피부과"
"엔터테인먼트사, 스튜디오, 작사·작곡, 연예기획, 연예"
"재무상담, 자산관리, 보험영업, 보험영업"
"일식당, 일식"
"중소기업지원센터, 자동차보험, 단체보험, 인사노무, 특허상담"
"디지털마케팅, 광고기획, 광고대행"
"B2B, 메이크업, 전자상거래, 쇼핑몰, 오픈마켓"
"거래처관리, 상품입출고, 서점"
"생산관리, 금속가공"
"물류센터, 물류센터, 상품입출고"
"부가세신고, 세무조정, 세무기장, 세무법인, 세무신고"
"남성의류, 패션, 여성의류, 의류, 섬유"
한의과
택배
"카페, 제과제빵점, 커피숍"
"영어학원, 영어"
"전산입력, 사단법인, 문서작성"
"SNS마케팅, 광고디자인, SNS마케팅, 매체관리, 콘텐츠기획"
"급여관리, 건설, 문서작성, 부가세신고, 입찰"
"청소·미화, 청소·미화, 공동주택관리, 주차·출입관리, 경비"
"상품기획, 시장조사, B2C, 브랜딩, 전자상거래"
"여성캐주얼디자인, 여성의류, 의상디자인, MD"
"A·S수리, 기술지원, 기계, 기계조립, 설치"
"SM, SI, SI개발"
"고객관리, 유통관리, 거래처관리, 판매, 유통"
"물류센터, 상품입출고, 창고관리, 입출고관리, 물류관리"
"검증, 자동차부품"
"전기점검, 건축시공"
"행정, 행정, 가맹점관리, 단체급식"
"시공관리, CAD, 리모델링, 실내건축, 건축시공"
동물병원
"검증, 자동차부품"
"사이트관리, 상품기획, 상품기획, 쇼핑몰, 오픈마켓"
"광고기획, 광고제작, 광고대행"
"상품입출고, 자동차부품"
"한식당, 한식"
"SNS마케팅, 리테일MD, 전자상거래, 바이럴마케팅, 상품기획"
"창고관리, 편집, 물류센터, 재고관리, 출판"
"베이커리, 베이커리, 파티쉐, 메뉴개발, 베이커리"
"임원비서, 온라인광고, 광고기획, BTL, 광고제작"
"어학원, 영어학원, 영어"
"사이트관리, 상품기획, 쇼핑몰, 오픈마켓, 디지털디자인"
"어학원, 영어학원, 영어"
"피자점, 양식, 판매관리, 식품판매, 캐셔"
"B2B, 사이트관리, 전자상거래, 쇼핑몰, 쇼핑몰"
"펜션관리, 펜션, 객실청소, 펜션, 고객응대"
"건설, 지게차운전"
"시공관리, 간판·판넬, 광고디자인, 광고기획, SIGN"
조립
"피부관리, 피부과"
"프랜차이즈, 음식료, 패밀리레스토랑, 양식당, 퓨전푸드"
카페
"고객관리, 콜센터, 전화상담"
"생명공학, 바이오, 영양, 영업기획, 카페·블로그관리"
"피부관리, 피부과"
"전기설계, 조립, 전기제어, 생산관리, 자동제어"
"전기, 관세사무, 통관, 포워딩, 구매계약"
"호텔, 사우나, 고객응대"
"거래처관리, 공인중개사, 임대컨설팅, 부동산컨설팅, 부동산관리"
"고객관리, 영업기획, 매출관리, 통신"
"피부관리, 피부과"
"사회복지, 사회복지사, 요양보호사, 요양원, 노인복지"
"B2B, 사이트관리, B2C, 전자상거래, 쇼핑몰"
"식품, 베이커리, 콘텐츠기획"
"판매, 백화점, 할인점, 유통, 온라인영업"
"상품입출고, 재고관리, 수출입관리, 자재구매, 상사"
판매
"ITS, 교통관제, 통신"
"거래처관리, 상사, 국내영업"
"웹표준·웹접근성, DataWarehouse, SI, 반응형웹, 인터페이스"
"출원, 특허사무소"
"프랜차이즈 슈퍼바이저, 프랜차이즈, 프랜차이즈 가맹관리, 음식료.외식.프랜차이즈, 외식프랜차이즈 가맹관리"
"공동주택관리, 관리소장, 시설관리"
"창고관리, 상사, 자재구매"
"일식당, 일식, 일식, 음식료, 일식"
"교육상담, 전화상담, 방문상담, 온라인상담, 텔레마케팅"
"일식, 일식당, 음식료, 서빙"
"품질보증, 자동차부품"
"어린이집, 학습지교사, 방문교사, 보육교사, 유치원"
"CAD, 모델링, 디자인, CG, 리터칭"
진료보조
"물류관리, 육상운송, 운송, 배차, 철도"
"고객관리, 실내건축, 영업기획, 영업전략, 매출관리"
전자
"성형외과, 피부과, 성형외과실장, 피부과실장"
"시공관리, 건설, 토목, 공무, 조경"
"피부관리, 성형외과, 피부과"
렌탈
"수술실보조, 치과, 진료보조, 상담실장, 치위생사"
"석유화학, 에너지, 면접·채용, 급여관리, 정유"
"전자회로, B2B 현장(PM), 전자, Hardware, Firmware"
"학원운영, 일반학원, 교육상담, 교육행정, 교육진행"
"서버, 펌웨어, IDC, 웹호스팅, 시스템운영"
"조립, 기계설비"
"성형외과, 피부과"
조립
"가설설계, 토목설계, 토목설계"
"데이터관리, 시스템운영, 서버관리"
"중식당, 케이터링, 중식, 메뉴개발, 음식료"
"솔루션, 인터페이스, 소프트웨어개발"
"모바일앱개발, BigData, BI, SI, 소프트웨어개발"
"호텔사무, 호텔, 프런트"
"SM, 솔루션, SI, 서버구축, 시스템설계"
"정보디자인, B2B, CI, 디지털디자인, B2C"
"마트, 고객안내, 캐셔, 고객응대"
"상조서비스, 웨딩컨설팅, 장례서비스, 상조영업"
"자동차보험, 재무상담, 재정설계, 자산관리, 법인고객영업"
"접수·예약, 원무, 코디네이터"
피부과
"항공운송, 포워딩, 해상운송, 물류"
"보험사고, 자동차보험, 퇴직연금, 보험상담, 재무상담"
"미술교사, 유치원교사, 유치원"
"Adobe, MAC, VMD 디자인, CG, 2D디자인"
"자동차부품, 자동차정비, 자동차, 자동차정비"
"SM, 솔루션, 솔루션스아키텍트, SI, 모델링"
"바이오, 의료기기, 화장품"
"상품기획, 식품MD, 전자상거래, 매출관리, 상품기획"
"베이커리, 재고관리, 중식, 호텔, 고객안내"
"상조서비스, 웨딩컨설팅, 장례서비스, 상조영업"
모바일App
"자동차, 자동차영업"
"설비, 공조냉동"
"SM, SI"
"4대보험, 행정, 건축, 문서관리, 전기"
"UI·UX기획, UI·UX디자인, 모바일디자인, 웹에이전시"
"바이럴마케팅, SNS마케팅, 배너광고, 광고대행"
"디지털마케팅, SNS마케팅, 카페·블로그관리, 인테리어디자인, 바이럴마케팅"
"생산관리, 건축자재"
"기계, 기계설비"
"CS교육, 서빙"
"잡화디자인, 패션, 의류"
"프랜차이즈, 음식료, 제과제빵점"
"웹표준·웹접근성, 솔루션, 반응형웹, 웹마스터, 인터페이스"
"여신상담, 제약영업, 휴대전화영업, 보험사고, 의료기기영업"
"CS교육, 서빙"
"건설, 영상제작"
"물류센터, 재고관리, 물류, 지게차운전, 자재구매"
"프랜차이즈, 음식료, 카페"
"CS교육, 서빙"
"자동차튜닝, 자동차정비, 자동차정비"
"택배, 재고관리, 물류센터, 납품, 재고관리"
"영어, 학습지, 교육상담, 학습지교사, 교사"
"한식당, 식품, 음식료"
"가맹점관리, 프랜차이즈"
"거래처관리, 거래선개발관리, 연구원, 매출관리"
"디지털마케팅, SNS마케팅, 프로덕션, 공중파방송, 바이럴마케팅"
"언론사, 편집기자"
"ATL, 홍보대행, 광고기획, 바이럴마케팅, 온라인광고"
"건축기사, 건축, 건축시공, 건축시공"
"홍보대행, SNS마케팅, 언론홍보, 광고기획"
"B2B, 재고관리, 전자상거래, 쇼핑몰, 오픈마켓"
"절단, 금속"
소프트웨어개발
"모바일앱개발, SI, 기술영업, 소프트웨어개발"
"프로덕션, 방송작가, 공중파방송, 인터넷방송, 케이블방송"
"창고관리, 택배, 육상운송, 하역, 물류센터"
"제과제빵점, 커피숍"
"창고관리, B2B, 상품입출고, 전자상거래, 미싱"
"기업홍보, 디지털마케팅, 고객경험관리, 고객응대, 브랜드기획"
"창고관리, 배송, 적재·하역, 납품, 배송기사"
"치과병의원, 접수·예약, 원무, 보험심사·청구"
"모바일앱개발, GUI, SI, 인터페이스, 반응형웹"
"부동산투자, 부동산운용, 경공매, 부동산관리, 부동산개발"
"물류센터, 창고관리, 택배, 중장비운전, 육상운송"
"물류센터, 창고관리, 택배, 중장비운전, 육상운송"
"예약·발권, 여행사무"
"도금, 그라인딩, 조립, 생산관리, 절단"
"고객응대, 여행상품기획, 고객안내"
"고객관리, 자동차정비, A·S센터, 매출관리, 자동차정비"
"금형설계, 자동차부품, 자동차"
"IEC, KCS, 전자, NRTL, Semi"
"토목, 토목설계, 토목설계"
"고객응대, 예약·발권, 접수·예약, 여행사무"
"중고차딜러, 판매관리, 자동차, 방문판매, 자동차영업"
"토목감리, 감리"
"조선, 조립, 조선, 기술지원, 배관"
"전장, A·S수리, 설치, 전기기사, 전기공사"
"예체능, 어린이집, 방과후교사, 유치원"
"전산입력, 사이트관리, 자료조사, 행정, 문서관리"
"IEC, KCS, 전자, NRTL, Semi"
국내영업
"메뉴개발, 호텔, 베이커리, 호텔, 바리스타"
"모바일앱개발, Repair, 솔루션, MRO, SI"
"약사, Medical Writer"
"교환·반품, 배송상담, 전화상담, 쇼핑몰, 온라인상담"
"서버관리, 인터페이스, 반응형웹, HTTP"
"창고관리, 물류센터, 택배포장, 재고관리, 쇼핑몰"
"제약, 의료기기"
"화장품, 화장품"
제약영업
"매장·시설감시, A·S수리, 무선통신, 설치, CCTV"
"매장·시설감시, A·S수리, 무선통신, 설치, CCTV"
열교환기
"고객관리, 영어, 학습지, 교육상담, 학습지교사"
"순찰, 보안, 경비, 경호, 현금호송"
"거래처관리, 가맹점관리, 슈퍼바이저, 메뉴개발, 프랜차이즈"
"보안, 경비"
"전기설비, 공무, 건설안전"
"거래처관리, 가맹점관리, 슈퍼바이저, 메뉴개발, 프랜차이즈"
"네트웍구축, 네트워크관리"
"M&A, CFO, 신사업기획, 재정설계, CMO"
"고객관리, 중식, 거래처관리, 중식, 가맹점관리"
"학원강사, 어학원, 영어학원, 영어, 파트강사"
"메뉴개발, 베이커리, 카페, 제과제빵점, 커피숍"
"음료제조, 카페, 프랜차이즈, 매장관리, 카페"
"스포츠센터, 수영장, 교육상담, 수영, 학생관리"
"한식당, 패밀리레스토랑, 퓨전푸드, 한식, 서빙"
"해피콜, 텔레마케팅, 전화상담, 광고대행, 회원관리"
"상품기획, B2C, 전자상거래, 쇼핑몰, SNS마케팅"
"방화벽, 네트웍구축, 서버구축, 네트워크관리"
"적재·하역, 지게차운전, 배송기사, 납품기사, 식품가공"
"피자점, 양식, 프랜차이즈, 패밀리레스토랑, 양식당"
"양식, 패밀리레스토랑"
단체급식
"요양보호사, 노인복지"
"솔루션, SI, 앱기획, UI·UX기획, 스토리보드"
"POP, 광고디자인, 옥외광고, 광고기획, BTL"
"홍보대행, CG, 이벤트, 프로모션대행, 이벤트대행"
"헤어샵, 조직문화"
영화관
"입출고관리, 문서관리, 문서작성, SNS마케팅"
"메뉴개발, 메뉴개발, 메뉴개발, 메뉴개발, 구내식당"
"호텔, 호텔"
카페
"비품관리, 문서관리, 서무"
"메카트로닉스, 전기설계, PCB, 전장, 회로설계"
SI
MD
"카페, 구움과자, 케이크, 제과제빵점, 커피숍"
"메뉴개발, 베이커리, 파티쉐, 메뉴개발, 베이커리"
학생관리
"시스템분석, SI, 시스템설계"
"관광, 펜션, 프론트, 컨시어지, 리조트"
학원운영
"메뉴개발, 카페"
"건축설계, 건축설계, 건축설계, 감리, 건축감리"
"현수막디자인, 전단지디자인, Sign디자인, 광고대행"
"엔터테인먼트사, 예체능"
"양식, 메뉴개발, 와인바, 메뉴기획, 양식당"
SI
"접수·예약, 한의과, 원무, 보험심사·청구"
"자동차보험, 자산관리, 법인고객영업, 보험영업, 생명보험"
"사이트관리, 전자상거래, 쇼핑몰, 오픈마켓"
"베이커리, 제과제빵점, 제빵사"
"병원, 고객응대, 고객안내, 검진센터"
"패스트푸드, 피자점, 양식, 양식당, 카운터"
"청소·미화, 주차관리, 보안, 경비, 주차·출입관리"
"콜렉티보, COLECTIVO, 베이커리카페, 음식료, 카페"
"콜렉티보, COLECTIVO, 베이커리카페, 음식료, 카페"
"피부관리, 병원"
캐드원
"관리회계, 4대보험, 급여관리, 재무회계, 예식장"
"병원, 재고관리, 검진센터"
"임원비서, 복리후생, 행정, 비품관리, 수행비서"
"부가세신고, 4대보험, 사단법인, 재무회계, 결산"
치과
치과
"피부관리, 피부과"
성형외과
