기업명,평균 학점,평균 토익점수,평균 외국어 개수,평균 자격증 개수,평균 해외경험 횟수,평균 인턴경험 횟수,평균 수상 횟수,평균 봉사 횟수
씨제이푸드빌,3.64,811.0,1.1,2.1,1.2,1.2,1.6,1.4
CJ ENM,3.67,870.0,1.0,1.7,1.2,1.2,1.3,2.0
녹십자,3.57,838.0,1.5,2.2,1.3,1.2,2.2,1.9
롯데글로벌로지스,3.7,831.0,1.6,2.3,1.8,1.5,2.1,1.8
우리금융캐피탈,3.49,745.0,1.0,2.0,1.0,1.2,1.1,1.4
파주전기초자,3.52,658.0,1.2,2.1,1.3,2.8,2.2,1.8
유한양행,3.59,802.0,1.3,2.1,1.4,1.7,1.1,2.0
장금상선,3.75,778.0,1.1,2.3,1.1,1.0,1.0,1.4
빙그레,3.46,821.0,1.4,2.3,1.2,1.5,3.9,2.9
세방전지,3.74,839.0,1.0,2.5,1.3,1.4165709744538644,2.0,2.0
한일건설,3.56,818.0,1.0,1.7,1.6,1.0,1.0,1.3
한화시스템,3.77,801.0,1.0,1.8,1.2,1.1,1.3,1.4
가온전선,3.65,853.0,1.3,3.0,2.5,2.0,1.0,2.3
지에스파워,3.08,822.0,1.0748348268750396,1.5,1.0,1.7001375915796766,1.581882733546988,3.0
삼동,3.66,831.0,1.0,1.9,1.3,1.0,4.0,3.0
한국제지,3.68,730.0,1.0,2.8,1.3,1.0,1.812835788531571,2.5
한미약품,3.51,811.0,1.3,2.2,1.6,1.5,2.2,5.7
진흥기업,3.59,908.0,1.1622798634321962,2.8,1.0,1.4810179328915491,1.7781928302838834,1.7822159356922977
포스코엔지니어링,3.68,827.0,1.2,2.2,1.1,1.0,1.5,1.2
하이호금속,3.79,863.0,1.0,2.7,1.0,1.0,3.0,2.3
해태제과식품,3.56,751.0,1.3,2.2,1.3,1.7,1.7,1.7
신도리코,3.57,792.0,1.1,2.0,1.3,1.3,1.5,1.5
DB금융투자,3.61,816.0,1.0,2.4,1.3,1.6,1.8,2.2
SYS리테일,3.52,721.0,1.1,2.0,1.3,1.0,1.9,2.0
고려개발,3.57,796.0,1.5,2.1,1.3,1.0,1.3,2.8
애경케미칼,3.56,872.0,1.3,2.0,1.0,1.0,2.0,1.7
코카콜라음료,3.47,655.0,1.0,1.8,1.2,2.0,1.5,1.5
브리티쉬아메리칸토바코코리아,3.5,887.0,1.0,2.1,1.1,1.0,1.0,1.6
농심그룹 메가마트,3.63,822.0,1.0,2.2,1.4,1.8,1.2,3.3
오리온,3.62,842.0,1.3,2.2,1.4,1.2,1.9,1.5
대한상선,3.41,839.0,1.2,2.1,1.2,1.0,1.0,1.8
동원산업,3.54,795.0,1.0,2.4,1.6,1.8,1.5,1.2
성신양회,3.5,875.0,1.1468483863926981,2.4,1.0,1.5196861079541597,1.743549872036196,1.0
덕양산업,3.53,806.0,1.0,2.1,1.2,1.0,2.0,1.7
한화투자증권,3.54,793.0,1.0,2.1,1.1,1.1,1.3,1.0
백제약품,3.5,485.0,1.0,2.1,1.3,2.0,1.0,1.6
유라코퍼레이션,3.47,804.0,1.3,2.4,1.2,1.2,1.8,1.7
SGC이테크건설,3.56,811.0,1.3,2.3,1.4,1.2,1.5,1.1
에이스디지텍,3.67,660.0,1.0,1.7,1.2823200960973657,1.446646221724784,1.8089865709484945,1.807612515738453
하림,3.63,849.0,1.0,2.7,1.3,1.1,1.6,1.2
포스코퓨처엠,3.81,865.0,1.3,2.5,1.2,2.0,1.8,1.5
엠케이전자,3.62,754.0,1.1,1.6,1.3,1.0,1.2,1.5
중앙건설,3.51,693.0,2.0,1.9,1.0,1.0,1.0,1.0
아우디폭스바겐코리아,3.59,821.0,1.0,1.5,1.5,1.0,2.0,1.3
대양상선,3.69,873.0,1.0,1.9,1.0,1.0,2.3,1.8
엔투비,3.6,825.0,1.5,2.1,1.5,1.5,1.2,2.3
바이더웨이,3.26,728.0,1.0,2.0,1.3,1.6228012414544553,1.6511686500423628,1.677455043001908
지멘스,3.43,853.0,1.1348461264730885,3.0,1.0,2.0,2.0,2.3
세광중공업,3.37,770.0,1.1245584751134228,2.2,1.5,1.0,1.0,2.0
비테스코테크놀로지스코리아,3.49,808.0,2.0,1.8,1.3,1.0,1.5,1.7
SBS,3.61,828.0,1.0,2.1,1.3,1.1,1.8,1.8
대성홀딩스,3.63,768.0,1.169138297671973,2.3,2.0,1.0,1.793589700616189,1.0
유진투자증권,3.6,819.0,1.0,2.6,1.4,1.4,1.6,1.4
대웅제약,3.62,802.0,1.2,2.3,1.3,1.3,2.1,1.8
흥아해운,3.67,851.0,1.3,2.5,1.5,1.0,2.3,2.5
한샘,3.61,808.0,1.0,2.0,1.3,1.4,1.9,2.1
제일기획,3.66,855.0,1.1,1.7,1.3,1.3,2.2,2.0
울트라건설,3.5,800.0,1.0,1.9,1.2,1.0,1.0,2.5
주택도시보증공사,3.69,878.0,1.0,2.6,1.2,1.0,2.8,2.6
태웅,3.67,694.0,2.0,2.1,1.0,1.0,1.0,1.807612515738453
포스텍,3.65,775.0,1.1725675147918617,2.2,1.7,1.0,2.5,2.3
GS,3.78,849.0,1.1948574260711369,1.6,1.0,1.0,1.8513279643623346,1.5
머크어드밴스드테크놀러지스,3.71,881.0,1.0,2.0,1.0,3.0,1.0,1.0
GS E&R,3.82,880.0,1.0,2.1,1.5,1.8,1.4,2.0
현대성우홀딩스,3.57,862.0,1.5,2.6,1.2,1.0,3.0,1.8
희성촉매,3.83,766.0,1.2034304688708581,2.2,1.0,1.0,1.0,1.3
지오영,3.4,798.0,1.0,1.8,1.2,1.0,1.7,1.5
한국미니스톱,3.49,714.0,1.0,2.2,1.1,1.1,1.5,2.5
한국프랜지공업,3.66,836.0,1.174282123351806,2.9,2.3,1.3,2.0,1.2
대한조선,3.42,767.0,1.0,2.2,1.3,1.5,1.3,2.0
현대홈쇼핑,3.61,809.0,1.2,2.2,1.2,1.8,3.1,2.4
롯데푸드,3.68,800.0,1.0,2.0,1.0,1.0,1.4,2.1
포스코에너지,3.81,822.0,1.0,2.7,1.3,1.3,2.3,1.4
한솔섬유,3.63,876.0,1.1,2.1,1.4,1.5,1.8,1.9
화승,3.61,870.0,1.0,1.9,1.1,1.0,1.5,2.0
경남에너지,3.84,817.0,1.2051450774308023,2.4,1.0,1.0,1.0,1.0
대창,3.83,784.0,1.0,2.9,1.6,1.0,1.0,1.5
한미석유,3.63,770.0,1.0,1.5,1.0,1.0,1.0,1.7949142257153754
전북은행,3.71,843.0,1.0,2.7,1.6,1.0,1.5,1.8
인천도시가스,3.54,650.0,1.153706820632475,1.4,1.0,1.5025002523707771,1.7589467423685015,3.0
심텍,3.51,802.0,1.3,1.8,1.2,1.8,1.2,1.5
세방,3.74,856.0,1.0,2.7,1.2,1.7,2.7,3.1
신세계푸드,3.7,838.0,1.0,2.3,1.2,1.5,1.6,2.2
삼호조선,3.47,765.0,1.1417045607128653,2.0,1.6,1.5325754996416967,2.5,1.0
뉴옵틱스,3.58,684.0,1.0,1.9,1.4,3.0,1.0,1.5
디엘건설 주식회사,3.45,870.0,1.0,2.0,1.0,1.7,1.0,2.4
삼표,3.53,747.0,1.0,2.2,1.2,1.0,1.3,1.6
그랜드코리아레저,3.69,810.0,1.1,1.8,1.4,1.3,1.0,1.6
한화호텔앤드리조트,3.66,811.0,1.2,2.2,1.3,1.4,1.8,1.6
우림건설,3.53,850.0,1.3,1.6,1.0,1.0,1.0,1.7631685006576814
세정,3.68,849.0,1.2,1.9,1.4,1.6,2.8,1.7
한솔아트원제지,3.73,864.0,1.1862843832714156,3.5,2.0,1.4208674383497102,1.8320818764469529,1.3
휴맥스홀딩스,3.49,677.0,1.2,1.9,1.6,1.0,2.6,2.3
글로웨이,3.77,806.0,1.0,2.0,1.3,1.4036815827663276,1.0,2.0
교보문고,3.66,733.0,1.4,1.9,1.3,1.5,1.5,1.9
피씨에이생명보험,3.57,762.0,1.3,1.9,1.1,1.0,2.0,3.3
하나금융지주,3.65,780.0,1.0,2.1,1.0,1.0,1.8012881357823418,3.0
동일토건,3.54,828.0,1.0,1.9,1.8,1.5025002523707771,1.0,1.5
팜스코,3.54,850.0,1.153706820632475,1.6,1.5,1.6,1.7,1.9
케이에이치바텍,3.49,767.0,1.0,2.4,1.4,1.5239825718500053,3.0,1.5
LT메탈,3.76,743.0,1.3,1.8,1.3,2.0,2.5,3.0
한성자동차,3.66,759.0,1.5,2.2,1.1,1.7,1.0,2.8
사조해표,3.49,782.0,1.0,2.2,1.5,1.0,2.0,2.1
청원건설,3.82,808.0,1.201715860310914,2.7,1.0,1.3821992632870994,1.8667248346946401,1.8552311033249937
한국암웨이,3.63,850.0,1.3,2.0,1.4,2.1,2.3,1.7
SK텔레시스,3.6,781.0,2.0,2.5,1.1,1.0,1.0,1.5
JS전선,3.76,854.0,1.1914282089512485,2.8,1.0,1.4079780466621732,1.843629529196182,1.0
버슘머트리얼즈코리아,3.62,827.0,1.0,2.5,1.5,1.0,1.4,1.7
금광기업,3.46,675.0,1.1399899521529209,1.9,1.0,2.0,1.0,1.0
오리엔탈정공,3.49,713.0,1.2,2.3,1.4,1.0,1.8,1.4
서울반도체,3.63,782.0,1.1,2.1,1.2,1.1,2.1,1.6
대우버스,3.37,973.0,1.0,1.5,1.2740448246975817,1.0,1.6935100434562032,2.0
엔씨소프트,3.54,813.0,1.1,2.2,1.3,1.3,2.1,1.9
TKG휴켐스 주식회사,3.63,772.0,1.0,2.9,1.3,1.4638320773081666,1.0,1.0
온세미컨덕터코리아,3.6,791.0,1.2,2.2,1.5,1.4,1.3,1.8
신도종합건설,3.47,830.0,1.0,2.1,1.3,1.5325754996416967,1.7320022192869668,1.0
신한캐피탈,3.65,960.0,1.0,2.0,1.0,1.0,1.0,2.0
대우로지스틱스,3.49,838.0,1.1,2.1,1.1,2.1,1.2,1.9
솔로몬상호저축은행,3.57,778.0,1.3,2.0,1.2,1.5,1.5,1.5
유니드,3.76,782.0,1.2,3.0,1.3,1.0,1.0,1.7
신원,3.47,856.0,1.1,2.2,1.3,1.8,1.9,1.3
한국전력기술,3.55,759.0,1.1,2.2,1.3,1.9,1.4,1.8
서연,3.75,804.0,1.3,2.2,1.0,1.0,1.0,1.0
한국후지필름비즈니스이노베이션,3.51,811.0,1.3,2.0,1.3,1.4,2.4,2.2
신성통상,3.65,837.0,1.3,2.2,1.5,1.6,2.3,2.0
에스앤티모티브,3.71,795.0,1.0,2.3,1.0,1.0,1.8243834412808,1.0
신세계인터내셔날,3.7,878.0,1.1,2.0,1.3,1.6,1.6,1.8
키움증권,3.54,784.0,1.1,2.3,1.2,1.6,3.9,2.3
영원무역,3.7,889.0,1.0,2.2,1.2,1.8,2.0,1.3
씨엔씨티에너지,3.6,798.0,1.1639944719921405,2.1,1.0,1.0,1.5,3.0
GS네오텍,3.52,864.0,1.3,2.2,1.5,1.3,2.3,1.0
글락소스미스클라인,3.65,857.0,1.3,2.3,1.1,1.7,1.3,2.8
우리홈쇼핑,3.63,879.0,1.3,1.9,1.2,1.3,1.4,1.4
한국공항공사,3.77,850.0,1.0,2.3,1.2,1.1,2.3,1.9
한국필립모리스,3.51,863.0,1.0,2.1,1.3,1.4,1.3,2.5
동방,3.6,822.0,1.0,2.6,1.8,1.4767214689957033,1.5,2.0
모토로라코리아,3.57,790.0,1.0,1.7,1.1,1.0,2.7,1.0
삼성SNS,3.65,725.0,1.1725675147918617,1.8,1.2817684113373802,1.3,3.0,2.0
티케이지태광,3.68,822.0,1.0,2.0,1.3,1.5,1.3,1.9
 케이티엠앤에스,3.62,840.0,1.0,2.7,1.1,1.5,2.5,1.4
창신아이엔씨,3.57,942.0,1.0,1.8,1.7,1.0,1.0,3.3
현대종합금속,3.65,889.0,1.1,2.0,1.2,1.1,1.2,1.8
CJ CGV,3.57,819.0,1.1,1.8,1.1,1.2,1.5,1.2
성우하이텍,3.56,744.0,1.0,2.3,1.3,1.0,1.7,1.7
에스케이엔무브,3.75,878.0,1.189713600391304,2.1,1.0,1.0,1.2,1.0
딜라이브,3.42,792.0,1.0,1.9,1.3,1.5,1.0,2.2
대동,3.71,806.0,1.0,2.1,2.0,1.3,1.0,2.3
송원산업,3.6,815.0,1.0,1.4,1.0,1.0,1.7820420478669599,1.0
디디피스페셜티프로덕츠코리아,3.55,824.0,1.0,2.2,1.2,1.0,3.7,2.0
성원건설,3.6,873.0,1.1639944719921405,2.5,1.1,1.5,1.7820420478669599,2.0
롯데지알에스,3.6,747.0,1.1,2.2,1.2,1.5,1.7,1.8
캐논코리아,3.61,797.0,1.4,2.3,1.3,1.5,1.9,1.7
주식회사 다스,3.57,857.0,1.0,1.8,1.5,1.0,1.7704943951177305,1.7
케이알산업,3.71,725.0,1.0,2.2,1.5,1.4294603661414014,5.0,1.8203108057615305
한전KDN,3.51,779.0,1.2,2.3,1.2,1.5,1.8,2.1
푸드머스,3.58,778.0,1.0,2.3,1.0,1.0,1.7,2.0
비알코리아,3.64,779.0,1.1,2.1,1.3,2.2,1.6,2.3
나이키스포츠,3.69,848.0,1.0,1.8,1.7,1.0,4.0,2.0
국도화학,3.6,813.0,1.0,2.5,2.2,1.0,3.0,2.3
한국다우케미칼,3.73,830.0,1.0,2.3,1.2,2.0,1.8320818764469529,2.0
대원강업,3.64,804.0,1.0,2.0,1.2,1.4,1.5,1.4
제이비,3.79,881.0,1.0,2.1,1.0,1.2,1.7,1.3
동아원,3.65,850.0,1.0,2.0,1.2,1.4552391495164752,1.8012881357823418,1.8012633707269141
성철사,3.69,706.0,1.3,2.2,2.0,1.4380532939330928,1.8166850061146473,1.0
해양에너지,3.75,846.0,1.189713600391304,2.8,1.0,1.4122745105580188,1.0,1.0
코오롱머티리얼,3.65,820.0,1.1,2.5,1.6,1.0,2.0,1.5
대덕,3.53,793.0,1.1,1.8,1.3,1.6,2.3,1.4
라파즈한라시멘트,3.75,828.0,1.0,3.2,1.2,1.0,2.0,2.3
삼보컴퓨터,3.55,775.0,1.0,2.3,1.3,1.5,1.2,1.5
농협목우촌,3.64,811.0,1.1708529062319175,2.0,1.3,1.0,1.0,1.4
영원무역홀딩스,3.66,868.0,1.2,1.7,1.3,1.5,2.7,2.3
고려제강,3.66,885.0,1.1,2.1,1.4,1.7,1.0,1.7
신화인터텍,3.46,739.0,1.1,1.8,1.2,1.5,1.4,2.0
한섬,3.66,819.0,1.1,2.2,1.2,1.8,1.6,1.7
미래에셋자산운용,3.78,847.0,1.0,1.8,1.2,1.0,1.7,1.5
신세계건설,3.45,803.0,1.0,2.1,1.2,1.1,1.7,1.5
에이에스이코리아,3.61,825.0,1.0,2.4,1.3,1.0,1.0,2.0
성우종합건설,3.63,821.0,1.0,2.2,1.1,1.4638320773081666,1.0,1.3
선진,3.55,812.0,1.0,3.4,1.7,1.2,1.5,2.9
한국특강,3.65,807.0,1.0,2.3,1.3,1.0,1.8012881357823418,3.0
티피씨코리아,3.44,828.0,1.0,2.6,1.3,1.5454648913292337,1.7204545665377378,2.0
롯데캐피탈,3.57,750.0,1.3,2.0,1.3,1.0,1.2,1.8
동원시스템즈,3.55,807.0,2.0,1.9,1.2,1.4,1.6,1.8
SK증권,3.56,815.0,1.0,1.9,1.3,1.3,1.3,2.8
현대리바트,3.66,825.0,1.3,2.2,1.3,1.6,1.4,1.5
롯데네슬레코리아,3.76,783.0,1.0,2.2,1.5,1.0,2.5,1.0
사노피-아벤티스코리아,3.63,887.0,2.0,3.5,1.3,1.8,1.6,3.0
화승코퍼레이션,3.62,833.0,1.0,2.4,1.8,1.0,3.0,1.3
에이비비코리아,3.62,815.0,1.0,2.1,1.2,1.0,1.3,2.0
세진중공업,3.64,681.0,1.0,1.8,1.7,1.0,1.0,1.0
월드건설,3.58,758.0,1.3,2.2,1.0,1.4853143967873947,1.7743436127008072,1.7790413631865285
한욱테크노글라스,3.79,950.0,1.0,1.9,1.0,1.0,1.855177181945411,1.8457073858076858
루이비통코리아,3.58,751.0,1.2,1.8,1.4,1.7,1.8,2.0
롯데미도파,3.49,762.2964776308233,1.1451337778327537,1.2,1.2773549332574954,1.5239825718500053,3.0,1.750470210634604
신영,3.73,812.0,1.0,2.8,1.3,1.0,1.8320818764469529,1.0
제일파마홀딩스,3.54,805.0,1.0,2.2,1.3,1.6,1.5,1.7
포스코DX,3.75,815.0,1.0,2.4,1.4,1.3,2.0,1.0
세아특수강,3.8,868.0,1.0,2.5,1.0,1.5,1.8,1.0
교원,3.66,836.0,1.0,2.1,1.4,1.3,2.5,2.4
한국씨티그룹캐피탈,3.6,780.0,1.0,3.0,1.0,1.0,1.0,1.7853905081980672
캐논코리아컨슈머이미징,3.62,800.0,1.2,2.0,1.3,1.0,1.5,1.8
대덕지디에스,3.66,754.0,1.3,2.1,1.4,1.0,1.8051373533654183,2.0
한국노바티스,3.43,876.0,1.0,1.7,1.2,1.5,2.0,1.5
한화S&C,3.62,779.0,1.0,2.1,1.1,1.2,1.5,2.3
오뚜기라면,3.63,875.0,1.169138297671973,1.9,1.1,1.0,1.0,5.0
한일현대시멘트,3.55,925.0,1.0,3.0,1.0,1.4982037884749317,1.0,3.0
내셔날오일웰바르코코리아,3.58,743.0,1.0,2.0,1.5,2.0,1.0,1.5
이수건설,3.6,838.0,1.1639944719921405,2.0,1.2803891994374161,3.0,1.7820420478669599,1.0
삼진조선,3.55,786.0,1.0,2.1,1.2,1.5,1.3,2.2
세종공업,3.62,776.0,1.0,1.6,1.4,1.4681285412040121,1.0,1.7
휠라홀딩스,3.72,838.0,1.1845697747114716,2.1,1.3,1.0,2.6,2.4
헤라우스오리엔탈하이텍,3.42,873.0,1.0,1.7,1.0,1.5,1.0,2.0
코리아이플랫폼,3.59,873.0,1.1622798634321962,3.3,2.0,1.5,3.0,1.8
동진쎄미켐,3.69,720.0,1.3,2.1,1.4,1.5,1.8,2.1
동문건설,3.69,880.0,1.1794259490316388,1.6,1.0,1.0,1.8,1.5
에코플라스틱,3.41,775.0,1.1314169093531998,1.8,1.0,1.0,3.0,2.0
신라철강,3.47,847.0,1.1417045607128653,1.9,1.0,1.5325754996416967,1.0,3.5
조선내화,3.73,782.0,1.0,2.3,1.2,1.0,1.5,2.0
롯데햄,3.45,762.0,1.1382753435929769,2.2,2.0,1.0,3.0,2.3
디아지오코리아,3.81,867.0,1.0,1.7,1.0,1.3,1.8,1.3
우성사료,3.74,826.0,2.0,2.2,1.4,1.0,3.0,1.3
휴스틸,3.53,781.0,1.5,2.3,1.4,1.0,2.3,1.4
조선일보사,3.66,829.0,1.1,2.0,1.1,1.3,1.7,1.9
바이엘코리아,3.55,845.0,1.1,2.1,1.2,1.4982037884749317,1.5,2.5
크라운해태홀딩스,3.53,752.0,1.3,1.9,1.1,1.3,1.6,1.7
제이에스알마이크로코리아,3.84,775.0,1.2,1.9,1.0,1.3736063354954082,1.874423269860793,1.0
창명해운,3.47,796.0,1.1417045607128653,2.0,1.0,1.0,1.7,2.0
아디다스코리아유한책임회사,3.6,834.0,1.0,1.8,1.3,1.8,3.0,1.0
금강,3.35,801.0,1.1211292579935344,3.2,1.2734931399375962,1.0,1.0,1.7060261955538325
서해종합건설,3.38,662.0,1.1262730836733672,1.6,1.0,2.0,1.6973592610392794,1.0
삼화페인트공업,3.66,793.0,1.0,2.1,1.1,2.6,1.6,1.7
ADT캡스,3.57,756.0,1.0,2.2,1.1,1.9,2.2,1.4
파라다이스,3.68,722.0,1.2,1.9,1.4,1.4,1.8,2.1
티센크루프엘리베이터코리아,3.54,792.0,1.0,1.9,1.3,1.0,1.8,2.0
부산롯데호텔,3.72,770.0,1.4,2.0,1.2,1.2,1.1,1.3
필립스코리아,3.5,840.0,1.3,1.8,1.4,1.6,1.5,1.7
하이에어코리아,3.56,729.0,1.0,2.2,1.7,1.9,2.4,1.6
코스틸,3.43,838.0,1.5,2.2,1.0,1.0,1.7166053489546613,1.5
애경산업,3.63,843.0,1.1,2.2,1.4,1.5,1.9,2.4
범양건영,3.5,764.0,1.1468483863926981,2.5,1.4,1.5196861079541597,1.743549872036196,1.0
롯데IT테크,3.66,802.0,1.3,1.9,1.2,1.2,1.7,1.5
연호전자,3.7,783.0,1.5,2.6,1.0,1.433756830037247,1.0,1.8171362332557612
디섹,3.59,794.0,1.0,2.3,1.4,1.4810179328915491,1.4,1.5
양우건설,3.64,748.0,1.1708529062319175,2.1,1.2814925689573875,3.0,1.3,1.0
일신건영,3.66,689.0,1.174282123351806,1.9,1.282044253717373,1.4509426856206296,1.8051373533654183,1.8044379432326836
한국화이자제약,3.64,907.0,1.1,2.0,1.2,1.4,1.4,1.9
산와대부,3.52,624.0,1.1,2.0,1.1,1.0,1.5,1.2
샤니,3.61,730.0,1.0,2.2,1.3,1.4724250050998577,2.0,2.0
엘비루셈,3.69,722.0,1.5,2.4,1.5,1.3,1.5,1.5
엘지헬로비전,3.69,827.0,1.0,2.0,1.0,1.2,1.6,1.3
두원공조,3.61,806.0,1.3,2.2,1.3,1.0,1.0,1.8
에이치케이저축은행,3.51,863.0,1.0,1.5,1.4,1.5,1.0,2.0
사조산업,3.67,804.0,1.1759967319117504,2.5,1.6,1.5,3.0,2.0
현진소재,3.5,745.0,1.5,1.7,1.3,2.0,1.3,1.5
효성티앤에스,3.55,814.0,1.2,2.0,1.1,1.3,1.4,2.0
LG생명과학,3.72,823.0,2.0,2.1,1.2,1.2,2.3,1.8
케이티엔지니어링,3.73,838.0,1.1862843832714156,2.2,1.0,2.0,1.8320818764469529,1.0
엔카닷컴,3.61,856.0,1.1657090805520847,1.8,1.280665041817409,1.3,1.2,1.8
에스지세계물산,3.58,814.0,1.0,2.2,1.3,1.4853143967873947,1.0,1.7790413631865285
인터파크,3.62,789.0,1.1,2.1,1.1,1.4,2.0,1.6
에스엘,3.77,756.0,1.3,2.1,1.3,1.5,2.4,1.5
평화정공,3.56,748.0,1.0,1.9,1.6,1.0,1.8,2.0
"대원전선 본사,예산공장",3.56,760.0,2.0,2.3,1.5,3.0,1.0,1.7726922181749898
일진글로벌홀딩스,3.56,824.0,1.0,2.1,1.0,2.2,1.8,1.2
마니커,3.58,828.0,1.0,2.6,1.0,2.3,2.2,1.6
티와이엠,3.53,785.0,1.0,2.4,1.2,2.5,1.7,1.3
한국소니전자,3.67,782.8205519289766,2.0,1.7,2.0,1.446646221724784,1.8089865709484945,1.0
한국후지쯔,3.58,786.0,1.2,1.9,1.1,1.4853143967873947,2.0,3.0
한국공항,3.49,697.0,1.2,2.1,1.3,1.8,1.1,1.4
KB투자증권,3.54,945.0,1.153706820632475,2.4,1.5,1.0,2.0,2.0
세메스,3.61,825.0,1.3,1.9,1.5,1.1,1.9,1.4
지마켓,3.57,863.0,1.4,2.0,1.3,1.4,1.5,1.8
화신,3.67,827.0,1.1759967319117504,1.8,1.4,1.0,2.0,1.5
제일상호저축은행,3.56,808.0,1.0,1.8,1.0,1.493907324579086,2.0,1.0
디아이지에어가스,3.52,800.0,1.0,1.8,1.7,1.0,1.0,1.5
동양E&P,3.4,753.0,1.1297023007932556,1.8,1.0,1.0,1.7050576962054322,1.0
덴소코리아오토모티브,3.71,733.0,1.4,2.5,1.5,1.0,1.7,1.5
한화갤러리아,3.62,822.0,1.3,2.1,1.2,1.5,1.7,1.7
얀센백신,3.47,807.0,1.1417045607128653,1.6,1.2768032484975098,1.0,1.0,2.3
생고뱅코리아홀딩스,3.65,795.0,1.0,3.1,1.0,1.0,1.8,2.0
영원아웃도어,3.57,843.0,1.0,1.9,1.4,1.8,1.8,1.3
웅진,3.83,741.0,1.0,2.2,1.4,2.7,1.3,1.3
동서,3.63,910.0,1.0,2.3,1.0,1.0,1.0,1.0
YES24,3.66,829.0,1.2,1.7,1.2,1.3,1.2,1.6
율촌화학,3.62,843.0,1.9,2.3,1.3,1.3,1.3,3.0
삼양제넥스,3.6,790.0,1.1639944719921405,3.8,1.0,1.0,4.7,2.0
에스에프에이,3.59,775.0,1.2,2.0,1.2,1.5,2.3,1.7
혼다코리아,3.5,811.0,1.0,1.9,1.1,1.0,1.5,2.8
시몬느,3.68,884.0,1.1,1.9,1.5,2.3,1.5,1.0
엠제이팜,3.38,630.0,2.0,1.7,1.0,1.0,1.5,2.0
능원금속공업,3.48,778.0,1.0,1.9,1.5,1.0,2.5,2.4
신세계아이앤씨,3.64,824.0,1.0,2.2,1.2,1.1,1.4,1.8
한국MSD,3.5,778.0,1.1468483863926981,2.6,1.0,1.5,1.0,1.7
포스코플랜텍,3.62,830.0,1.0,2.4,1.5,1.2,2.0,2.2
SK텔링크,3.48,773.0,1.0,2.6,1.2,1.5,3.0,1.0
롯데이네오스화학,4.04,801.0,1.2394372486296872,2.7,1.3,1.0,1.0,1.0
금호전기,3.59,685.0,1.1,2.0,1.4,1.7,1.4,1.8
아주산업,3.5,772.0,1.1468483863926981,2.0,1.2,1.0,3.0,1.7
STX건설,3.75,798.0,2.0,1.7,1.0,1.0,1.0,1.2
호반건설,3.59,832.0,1.5,1.9,1.0,2.0,1.4,3.1
대선조선,3.57,736.0,1.0,1.7,1.3,1.0,1.7,1.0
한라엔컴,3.65,764.0,1.1,2.3,1.4,1.0,2.8,1.5
일신방직,3.78,943.0,1.3,2.0,1.0,1.5,1.0,1.7
일동홀딩스,3.62,790.0,1.0,2.1,1.4,1.4,2.2,1.5
아이에스동서,3.63,823.0,1.5,2.4,1.8,1.5,1.8,1.7
삼양식품,3.62,798.0,1.0,2.4,1.5,1.1,2.1,2.3
솔라월드코리아,3.54,713.0,2.0,2.5,1.8,1.5025002523707771,1.0,1.7663430731634508
씨에스유통,3.36,798.0,1.1228438665534786,1.8,1.0,1.0,1.6896608258731267,1.0
평화발레오,3.5,789.0,1.0,2.3,1.2,1.0,3.0,1.0
파라다이스글로벌,3.61,661.0,1.4,1.8,1.1,1.4724250050998577,1.5,1.7885650807038367
한솔로지스틱스,3.71,855.0,1.2,2.2,1.4,1.1,1.5,1.1
주택관리공단,3.66,741.0,1.0,3.0,1.2,1.3,2.0,1.8
대우조선해양건설,3.56,762.0,1.0,2.3,1.3,1.493907324579086,2.3,1.0
대유위니아,3.58,836.0,1.160565254872252,2.0,1.1,1.3,1.3,1.9
한국알박,3.59,692.0,1.2,2.1,1.3,1.5,1.7,1.3
마이스터,3.49,821.0,1.0,1.9,1.6,2.0,2.0,1.5
한독,3.6,818.0,1.0,2.0,1.3,1.1,1.3,1.6
쿠쿠홀딩스,3.67,815.0,1.6,1.9,1.5,1.4,1.8,1.9
동아타이어공업,3.75,748.0,1.189713600391304,1.8,1.3,1.4122745105580188,1.2,1.4
삼안,3.68,807.0,1.0,2.3,2.0,1.0,1.0,1.0
사조대림,3.54,769.0,1.0,2.2,1.4,1.5,1.0,1.2
기전산업,3.48,743.0,1.0,2.2,1.0,1.0,1.0,1.3
솔브레인홀딩스,3.65,807.0,1.0,2.1,1.3,1.2,2.0,1.2
진성토건,3.66,672.0,1.0,2.3,1.0,1.4509426856206296,1.0,2.0
한라산업개발,3.61,806.0,1.0,2.2,1.3,1.0,1.7,1.3
파워로직스,3.46,752.0,1.0,2.2,1.3,1.0,1.3,1.0
보쉬전장,3.66,818.0,1.174282123351806,1.3,1.2,1.2,1.0,1.2
케이케이,3.45,750.0,1.1382753435929769,1.5,1.0,1.0,1.7243037841208142,1.7377719206115265
아이피케이,3.38,810.0,1.3,1.9,1.3,1.5712436747043075,1.6973592610392794,1.7155499130711407
소노호텔앤리조트,3.63,801.0,1.0,2.3,1.3,1.7,1.7,1.6
피앤텔,3.55,753.0,1.7,2.2,1.5,1.0,2.0,1.0
델 테크놀로지스,3.65,813.0,2.0,1.9,1.3,1.5,1.3,1.8
제이비우리캐피탈,3.52,826.0,1.0,2.0,1.0,2.5,1.0,1.5
